"","year","gender","ethnic_group","age_group","amount"
"728",2007,"Female","Pacific","0–",16
"729",2007,"Male","Asian","5–",57
"730",2007,"Female","Asian","5–",21
"731",2007,"Male","Māori","5–",512
"732",2007,"Female","Māori","5–",173
"733",2007,"Male","Other","5–",1693
"734",2007,"Female","Other","5–",693
"735",2007,"Male","Pacific","5–",100
"736",2007,"Female","Pacific","5–",19
"737",2007,"Male","Asian","10–",77
"738",2007,"Female","Asian","10–",63
"739",2007,"Male","Māori","10–",997
"740",2007,"Female","Māori","10–",615
"741",2007,"Male","Other","10–",2927
"742",2007,"Female","Other","10–",1858
"743",2007,"Male","Pacific","10–",169
"744",2007,"Female","Pacific","10–",117
"745",2007,"Male","Asian","15–",155
"746",2007,"Female","Asian","15–",180
"747",2007,"Male","Māori","15–",1497
"748",2007,"Female","Māori","15–",1302
"749",2007,"Male","Other","15–",3599
"750",2007,"Female","Other","15–",4201
"751",2007,"Male","Pacific","15–",379
"752",2007,"Female","Pacific","15–",261
"753",2007,"Male","Asian","20–",147
"754",2007,"Female","Asian","20–",170
"755",2007,"Male","Māori","20–",1231
"756",2007,"Female","Māori","20–",923
"757",2007,"Male","Other","20–",2911
"758",2007,"Female","Other","20–",2627
"759",2007,"Male","Pacific","20–",393
"760",2007,"Female","Pacific","20–",194
"761",2007,"Male","Asian","25–",151
"762",2007,"Female","Asian","25–",143
"763",2007,"Male","Māori","25–",1258
"764",2007,"Female","Māori","25–",915
"765",2007,"Male","Other","25–",2731
"766",2007,"Female","Other","25–",2536
"767",2007,"Male","Pacific","25–",357
"768",2007,"Female","Pacific","25–",202
"769",2007,"Male","Asian","30–",104
"770",2007,"Female","Asian","30–",153
"771",2007,"Male","Māori","30–",1244
"772",2007,"Female","Māori","30–",984
"773",2007,"Male","Other","30–",3302
"774",2007,"Female","Other","30–",3191
"775",2007,"Male","Pacific","30–",350
"776",2007,"Female","Pacific","30–",191
"777",2007,"Male","Asian","35–",107
"778",2007,"Female","Asian","35–",170
"779",2007,"Male","Māori","35–",1303
"780",2007,"Female","Māori","35–",1070
"781",2007,"Male","Other","35–",3716
"782",2007,"Female","Other","35–",3545
"783",2007,"Male","Pacific","35–",312
"784",2007,"Female","Pacific","35–",218
"785",2007,"Male","Asian","40–",88
"786",2007,"Female","Asian","40–",140
"787",2007,"Male","Māori","40–",1044
"788",2007,"Female","Māori","40–",869
"789",2007,"Male","Other","40–",3463
"790",2007,"Female","Other","40–",3212
"791",2007,"Male","Pacific","40–",232
"792",2007,"Female","Pacific","40–",171
"793",2007,"Male","Asian","45–",97
"794",2007,"Female","Asian","45–",116
"795",2007,"Male","Māori","45–",691
"796",2007,"Female","Māori","45–",659
"797",2007,"Male","Other","45–",3122
"798",2007,"Female","Other","45–",2881
"799",2007,"Male","Pacific","45–",163
"800",2007,"Female","Pacific","45–",127
"801",2007,"Male","Asian","50–",71
"802",2007,"Female","Asian","50–",106
"803",2007,"Male","Māori","50–",417
"804",2007,"Female","Māori","50–",403
"805",2007,"Male","Other","50–",2213
"806",2007,"Female","Other","50–",2134
"807",2007,"Male","Pacific","50–",92
"808",2007,"Female","Pacific","50–",76
"809",2007,"Male","Asian","55–",50
"810",2007,"Female","Asian","55–",81
"811",2007,"Male","Māori","55–",209
"812",2007,"Female","Māori","55–",213
"813",2007,"Male","Other","55–",1574
"814",2007,"Female","Other","55–",1633
"815",2007,"Male","Pacific","55–",69
"816",2007,"Female","Pacific","55–",53
"817",2007,"Male","Asian","60–",18
"818",2007,"Female","Asian","60–",35
"819",2007,"Male","Māori","60–",106
"820",2007,"Female","Māori","60–",139
"821",2007,"Male","Other","60–",1070
"822",2007,"Female","Other","60–",1288
"823",2007,"Male","Pacific","60–",38
"824",2007,"Female","Pacific","60–",47
"825",2007,"Male","Asian","65–",22
"826",2007,"Female","Asian","65–",38
"827",2007,"Male","Māori","65–",74
"828",2007,"Female","Māori","65–",97
"829",2007,"Male","Other","65–",742
"830",2007,"Female","Other","65–",958
"831",2007,"Male","Pacific","65–",31
"832",2007,"Female","Pacific","65–",38
"833",2007,"Male","Asian","70–",28
"834",2007,"Female","Asian","70–",29
"835",2007,"Male","Māori","70–",44
"836",2007,"Female","Māori","70–",63
"837",2007,"Male","Other","70–",582
"838",2007,"Female","Other","70–",775
"839",2007,"Male","Pacific","70–",20
"840",2007,"Female","Pacific","70–",30
"841",2007,"Male","Asian","75–",12
"842",2007,"Female","Asian","75–",16
"843",2007,"Male","Māori","75–",29
"844",2007,"Female","Māori","75–",39
"845",2007,"Male","Other","75–",647
"846",2007,"Female","Other","75–",901
"847",2007,"Male","Pacific","75–",15
"848",2007,"Female","Pacific","75–",17
"849",2007,"Male","Asian","80–",5
"850",2007,"Female","Asian","80–",11
"851",2007,"Male","Māori","80–",16
"852",2007,"Female","Māori","80–",30
"853",2007,"Male","Other","80–",576
"854",2007,"Female","Other","80–",1003
"855",2007,"Male","Pacific","80–",18
"856",2007,"Female","Pacific","80–",10
"857",2007,"Male","Asian","85+",2
"858",2007,"Female","Asian","85+",7
"859",2007,"Male","Māori","85+",11
"860",2007,"Female","Māori","85+",17
"861",2007,"Male","Other","85+",517
"862",2007,"Female","Other","85+",1099
"863",2007,"Male","Pacific","85+",3
"864",2007,"Female","Pacific","85+",13
"865",2008,"Male","Asian","0–",6
"866",2008,"Female","Asian","0–",4
"867",2008,"Male","Māori","0–",54
"868",2008,"Female","Māori","0–",26
"869",2008,"Male","Other","0–",181
"870",2008,"Female","Other","0–",78
"871",2008,"Male","Pacific","0–",14
"872",2008,"Female","Pacific","0–",11
"873",2008,"Male","Asian","5–",65
"874",2008,"Female","Asian","5–",23
"875",2008,"Male","Māori","5–",589
"876",2008,"Female","Māori","5–",191
"877",2008,"Male","Other","5–",1747
"878",2008,"Female","Other","5–",744
"879",2008,"Male","Pacific","5–",96
"880",2008,"Female","Pacific","5–",25
"881",2008,"Male","Asian","10–",81
"882",2008,"Female","Asian","10–",51
"883",2008,"Male","Māori","10–",1051
"884",2008,"Female","Māori","10–",613
"885",2008,"Male","Other","10–",3107
"886",2008,"Female","Other","10–",1946
"887",2008,"Male","Pacific","10–",201
"888",2008,"Female","Pacific","10–",143
"889",2008,"Male","Asian","15–",175
"890",2008,"Female","Asian","15–",192
"891",2008,"Male","Māori","15–",1697
"892",2008,"Female","Māori","15–",1375
"893",2008,"Male","Other","15–",3635
"894",2008,"Female","Other","15–",4365
"895",2008,"Male","Pacific","15–",398
"896",2008,"Female","Pacific","15–",299
"897",2008,"Male","Asian","20–",179
"898",2008,"Female","Asian","20–",215
"899",2008,"Male","Māori","20–",1442
"900",2008,"Female","Māori","20–",981
"901",2008,"Male","Other","20–",2989
"902",2008,"Female","Other","20–",2765
"903",2008,"Male","Pacific","20–",423
"904",2008,"Female","Pacific","20–",204
"905",2008,"Male","Asian","25–",175
"906",2008,"Female","Asian","25–",159
"907",2008,"Male","Māori","25–",1344
"908",2008,"Female","Māori","25–",1006
"909",2008,"Male","Other","25–",2816
"910",2008,"Female","Other","25–",2676
"911",2008,"Male","Pacific","25–",402
"912",2008,"Female","Pacific","25–",205
"913",2008,"Male","Asian","30–",121
"914",2008,"Female","Asian","30–",180
"915",2008,"Male","Māori","30–",1269
"916",2008,"Female","Māori","30–",967
"917",2008,"Male","Other","30–",3206
"918",2008,"Female","Other","30–",3112
"919",2008,"Male","Pacific","30–",379
"920",2008,"Female","Pacific","30–",200
"921",2008,"Male","Asian","35–",116
"922",2008,"Female","Asian","35–",165
"923",2008,"Male","Māori","35–",1349
"924",2008,"Female","Māori","35–",1079
"925",2008,"Male","Other","35–",3712
"926",2008,"Female","Other","35–",3648
"927",2008,"Male","Pacific","35–",335
"928",2008,"Female","Pacific","35–",212
"929",2008,"Male","Asian","40–",117
"930",2008,"Female","Asian","40–",148
"931",2008,"Male","Māori","40–",1134
"932",2008,"Female","Māori","40–",921
"933",2008,"Male","Other","40–",3572
"934",2008,"Female","Other","40–",3215
"935",2008,"Male","Pacific","40–",286
"936",2008,"Female","Pacific","40–",192
"937",2008,"Male","Asian","45–",114
"938",2008,"Female","Asian","45–",139
"939",2008,"Male","Māori","45–",800
"940",2008,"Female","Māori","45–",721
"941",2008,"Male","Other","45–",3172
"942",2008,"Female","Other","45–",2939
"943",2008,"Male","Pacific","45–",171
"944",2008,"Female","Pacific","45–",135
"945",2008,"Male","Asian","50–",84
"946",2008,"Female","Asian","50–",106
"947",2008,"Male","Māori","50–",454
"948",2008,"Female","Māori","50–",453
"949",2008,"Male","Other","50–",2427
"950",2008,"Female","Other","50–",2217
"951",2008,"Male","Pacific","50–",99
"952",2008,"Female","Pacific","50–",84
"953",2008,"Male","Asian","55–",58
"954",2008,"Female","Asian","55–",70
"955",2008,"Male","Māori","55–",247
"956",2008,"Female","Māori","55–",259
"957",2008,"Male","Other","55–",1599
"958",2008,"Female","Other","55–",1712
"959",2008,"Male","Pacific","55–",68
"960",2008,"Female","Pacific","55–",59
"961",2008,"Male","Asian","60–",19
"962",2008,"Female","Asian","60–",41
"963",2008,"Male","Māori","60–",105
"964",2008,"Female","Māori","60–",140
"965",2008,"Male","Other","60–",1194
"966",2008,"Female","Other","60–",1291
"967",2008,"Male","Pacific","60–",44
"968",2008,"Female","Pacific","60–",37
"969",2008,"Male","Asian","65–",27
"970",2008,"Female","Asian","65–",31
"971",2008,"Male","Māori","65–",79
"972",2008,"Female","Māori","65–",103
"973",2008,"Male","Other","65–",755
"974",2008,"Female","Other","65–",998
"975",2008,"Male","Pacific","65–",34
"976",2008,"Female","Pacific","65–",42
"977",2008,"Male","Asian","70–",27
"978",2008,"Female","Asian","70–",42
"979",2008,"Male","Māori","70–",63
"980",2008,"Female","Māori","70–",68
"981",2008,"Male","Other","70–",590
"982",2008,"Female","Other","70–",791
"983",2008,"Male","Pacific","70–",26
"984",2008,"Female","Pacific","70–",40
"985",2008,"Male","Asian","75–",20
"986",2008,"Female","Asian","75–",26
"987",2008,"Male","Māori","75–",30
"988",2008,"Female","Māori","75–",55
"989",2008,"Male","Other","75–",656
"990",2008,"Female","Other","75–",846
"991",2008,"Male","Pacific","75–",8
"992",2008,"Female","Pacific","75–",20
"993",2008,"Male","Asian","80–",12
"994",2008,"Female","Asian","80–",10
"995",2008,"Male","Māori","80–",20
"996",2008,"Female","Māori","80–",27
"997",2008,"Male","Other","80–",601
"998",2008,"Female","Other","80–",970
"999",2008,"Male","Pacific","80–",13
"1000",2008,"Female","Pacific","80–",15
"1001",2008,"Male","Asian","85+",7
"1002",2008,"Female","Asian","85+",8
"1003",2008,"Male","Māori","85+",10
"1004",2008,"Female","Māori","85+",22
"1005",2008,"Male","Other","85+",520
"1006",2008,"Female","Other","85+",1090
"1007",2008,"Male","Pacific","85+",5
"1008",2008,"Female","Pacific","85+",11
"1009",2010,"Male","Māori","0–",145
"1010",2010,"Male","Māori","10–",880
"1011",2010,"Male","Māori","15–",1604
"1012",2010,"Male","Māori","20–",2348
"1013",2010,"Male","Māori","25–",2057
"1014",2010,"Male","Māori","30–",1773
"1015",2010,"Male","Māori","35–",1620
"1016",2010,"Male","Māori","40–",1608
"1017",2010,"Male","Māori","40–",1401
"1018",2010,"Male","Māori","50–",1060
"1019",2010,"Male","Māori","60–",573
"1020",2010,"Male","Māori","60–",305
"1021",2010,"Male","Māori","65–",140
"1022",2010,"Male","Māori","70–",91
"1023",2010,"Male","Māori","75–",75
"1024",2010,"Male","Māori","80–",53
"1025",2010,"Male","Māori","85+",30
"1026",2010,"Male","Māori","85+",15
"1027",2010,"Female","Māori","0–",65
"1028",2010,"Female","Māori","10–",260
"1029",2010,"Female","Māori","15–",1053
"1030",2010,"Female","Māori","20–",1624
"1031",2010,"Female","Māori","25–",1336
"1032",2010,"Female","Māori","30–",1170
"1033",2010,"Female","Māori","35–",1152
"1034",2010,"Female","Māori","40–",1233
"1035",2010,"Female","Māori","40–",1086
"1036",2010,"Female","Māori","50–",851
"1037",2010,"Female","Māori","60–",538
"1038",2010,"Female","Māori","60–",318
"1039",2010,"Female","Māori","65–",174
"1040",2010,"Female","Māori","70–",117
"1041",2010,"Female","Māori","75–",72
"1042",2010,"Female","Māori","80–",60
"1043",2010,"Female","Māori","85+",41
"1044",2010,"Female","Māori","85+",21
"1045",2010,"Male","Unknown","0–",419
"1046",2010,"Male","Unknown","10–",2639
"1047",2010,"Male","Unknown","15–",3991
"1048",2010,"Male","Unknown","20–",5371
"1049",2010,"Male","Unknown","25–",4757
"1050",2010,"Male","Unknown","30–",3993
"1051",2010,"Male","Unknown","35–",4045
"1052",2010,"Male","Unknown","40–",4741
"1053",2010,"Male","Unknown","40–",4307
"1054",2010,"Male","Unknown","50–",3920
"1055",2010,"Male","Unknown","60–",3074
"1056",2010,"Male","Unknown","60–",2043
"1057",2010,"Male","Unknown","65–",1453
"1058",2010,"Male","Unknown","70–",1023
"1059",2010,"Male","Unknown","75–",864
"1060",2010,"Male","Unknown","80–",933
"1061",2010,"Male","Unknown","85+",940
"1062",2010,"Male","Unknown","85+",724
"1063",2010,"Female","Unknown","0–",419
"1064",2010,"Female","Unknown","10–",2639
"1065",2010,"Female","Unknown","15–",3991
"1066",2010,"Female","Unknown","20–",5371
"1067",2010,"Female","Unknown","25–",4757
"1068",2010,"Female","Unknown","30–",3993
"1069",2010,"Female","Unknown","35–",4045
"1070",2010,"Female","Unknown","40–",4741
"1071",2010,"Female","Unknown","40–",4307
"1072",2010,"Female","Unknown","50–",3920
"1073",2010,"Female","Unknown","60–",3074
"1074",2010,"Female","Unknown","60–",2043
"1075",2010,"Female","Unknown","65–",1453
"1076",2010,"Female","Unknown","70–",1023
"1077",2010,"Female","Unknown","75–",864
"1078",2010,"Female","Unknown","80–",933
"1079",2010,"Female","Unknown","85+",940
"1080",2010,"Female","Unknown","85+",724
"1081",2011,"Male","Māori","0–",192
"1082",2011,"Female","Māori","0–",79
"1083",2011,"Male","Māori","5–",992
"1084",2011,"Female","Māori","5–",355
"1085",2011,"Male","Māori","10–",2063
"1086",2011,"Female","Māori","10–",1487
"1087",2011,"Male","Māori","15–",2903
"1088",2011,"Female","Māori","15–",2043
"1089",2011,"Male","Māori","20–",2534
"1090",2011,"Female","Māori","20–",1760
"1091",2011,"Male","Māori","25–",2177
"1092",2011,"Female","Māori","25–",1402
"1093",2011,"Male","Māori","30–",1895
"1094",2011,"Female","Māori","30–",1347
"1095",2011,"Male","Māori","35–",1913
"1096",2011,"Female","Māori","35–",1432
"1097",2011,"Male","Māori","40–",1685
"1098",2011,"Female","Māori","40–",1258
"1099",2011,"Male","Māori","45–",1239
"1100",2011,"Female","Māori","45–",1080
"1101",2011,"Male","Māori","50–",746
"1102",2011,"Female","Māori","50–",642
"1103",2011,"Male","Māori","55–",383
"1104",2011,"Female","Māori","55–",357
"1105",2011,"Male","Māori","60–",183
"1106",2011,"Female","Māori","60–",215
"1107",2011,"Male","Māori","65–",116
"1108",2011,"Female","Māori","65–",138
"1109",2011,"Male","Māori","70–",78
"1110",2011,"Female","Māori","70–",83
"1111",2011,"Male","Māori","75–",56
"1112",2011,"Female","Māori","75–",61
"1113",2011,"Male","Māori","80–",36
"1114",2011,"Female","Māori","80–",46
"1115",2011,"Male","Māori","85+",19
"1116",2011,"Female","Māori","85+",21
"1117",2011,"Male","Pacific","0–",30
"1118",2011,"Female","Pacific","0–",14
"1119",2011,"Male","Pacific","5–",148
"1120",2011,"Female","Pacific","5–",53
"1121",2011,"Male","Pacific","10–",364
"1122",2011,"Female","Pacific","10–",232
"1123",2011,"Male","Pacific","15–",740
"1124",2011,"Female","Pacific","15–",500
"1125",2011,"Male","Pacific","20–",782
"1126",2011,"Female","Pacific","20–",317
"1127",2011,"Male","Pacific","25–",633
"1128",2011,"Female","Pacific","25–",281
"1129",2011,"Male","Pacific","30–",565
"1130",2011,"Female","Pacific","30–",260
"1131",2011,"Male","Pacific","35–",469
"1132",2011,"Female","Pacific","35–",262
"1133",2011,"Male","Pacific","40–",423
"1134",2011,"Female","Pacific","40–",243
"1135",2011,"Male","Pacific","45–",294
"1136",2011,"Female","Pacific","45–",190
"1137",2011,"Male","Pacific","50–",177
"1138",2011,"Female","Pacific","50–",117
"1139",2011,"Male","Pacific","55–",110
"1140",2011,"Female","Pacific","55–",85
"1141",2011,"Male","Pacific","60–",75
"1142",2011,"Female","Pacific","60–",64
"1143",2011,"Male","Pacific","65–",44
"1144",2011,"Female","Pacific","65–",43
"1145",2011,"Male","Pacific","70–",35
"1146",2011,"Female","Pacific","70–",34
"1147",2011,"Male","Pacific","75–",22
"1148",2011,"Female","Pacific","75–",31
"1149",2011,"Male","Pacific","80–",14
"1150",2011,"Female","Pacific","80–",26
"1151",2011,"Male","Pacific","85+",5
"1152",2011,"Female","Pacific","85+",9
"1153",2011,"Male","Asian","0–",28
"1154",2011,"Female","Asian","0–",18
"1155",2011,"Male","Asian","5–",89
"1156",2011,"Female","Asian","5–",40
"1157",2011,"Male","Asian","10–",131
"1158",2011,"Female","Asian","10–",95
"1159",2011,"Male","Asian","15–",265
"1160",2011,"Female","Asian","15–",291
"1161",2011,"Male","Asian","20–",263
"1162",2011,"Female","Asian","20–",281
"1163",2011,"Male","Asian","25–",249
"1164",2011,"Female","Asian","25–",280
"1165",2011,"Male","Asian","30–",218
"1166",2011,"Female","Asian","30–",255
"1167",2011,"Male","Asian","35–",160
"1168",2011,"Female","Asian","35–",247
"1169",2011,"Male","Asian","40–",171
"1170",2011,"Female","Asian","40–",180
"1171",2011,"Male","Asian","45–",161
"1172",2011,"Female","Asian","45–",181
"1173",2011,"Male","Asian","50–",118
"1174",2011,"Female","Asian","50–",132
"1175",2011,"Male","Asian","55–",79
"1176",2011,"Female","Asian","55–",107
"1177",2011,"Male","Asian","60–",54
"1178",2011,"Female","Asian","60–",74
"1179",2011,"Male","Asian","65–",35
"1180",2011,"Female","Asian","65–",59
"1181",2011,"Male","Asian","70–",32
"1182",2011,"Female","Asian","70–",52
"1183",2011,"Male","Asian","75–",21
"1184",2011,"Female","Asian","75–",40
"1185",2011,"Male","Asian","80–",15
"1186",2011,"Female","Asian","80–",18
"1187",2011,"Male","Asian","85+",8
"1188",2011,"Female","Asian","85+",14
"1189",2011,"Male","Other","0–",430
"1190",2011,"Female","Other","0–",230
"1191",2011,"Male","Other","5–",2651
"1192",2011,"Female","Other","5–",1143
"1193",2011,"Male","Other","10–",3838
"1194",2011,"Female","Other","10–",2908
"1195",2011,"Male","Other","15–",5264
"1196",2011,"Female","Other","15–",5147
"1197",2011,"Male","Other","20–",4581
"1198",2011,"Female","Other","20–",3592
"1199",2011,"Male","Other","25–",3733
"1200",2011,"Female","Other","25–",3235
"1201",2011,"Male","Other","30–",3686
"1202",2011,"Female","Other","30–",3378
"1203",2011,"Male","Other","35–",4328
"1204",2011,"Female","Other","35–",3998
"1205",2011,"Male","Other","40–",4257
"1206",2011,"Female","Other","40–",3736
"1207",2011,"Male","Other","45–",3925
"1208",2011,"Female","Other","45–",3430
"1209",2011,"Male","Other","50–",3152
"1210",2011,"Female","Other","50–",2787
"1211",2011,"Male","Other","55–",2196
"1212",2011,"Female","Other","55–",2026
"1213",2011,"Male","Other","60–",1593
"1214",2011,"Female","Other","60–",1629
"1215",2011,"Male","Other","65–",1012
"1216",2011,"Female","Other","65–",1297
"1217",2011,"Male","Other","70–",846
"1218",2011,"Female","Other","70–",1166
"1219",2011,"Male","Other","75–",953
"1220",2011,"Female","Other","75–",1279
"1221",2011,"Male","Other","80–",905
"1222",2011,"Female","Other","80–",1405
"1223",2011,"Male","Other","85+",750
"1224",2011,"Female","Other","85+",1692
"1225",2012,"Male","Māori","0–",250
"1226",2012,"Female","Māori","0–",126
"1227",2012,"Male","Māori","5–",1159
"1228",2012,"Female","Māori","5–",423
"1229",2012,"Male","Māori","10–",2430
"1230",2012,"Female","Māori","10–",1752
"1231",2012,"Male","Māori","15–",3326
"1232",2012,"Female","Māori","15–",2368
"1233",2012,"Male","Māori","20–",3009
"1234",2012,"Female","Māori","20–",1972
"1235",2012,"Male","Māori","25–",2356
"1236",2012,"Female","Māori","25–",1617
"1237",2012,"Male","Māori","30–",2030
"1238",2012,"Female","Māori","30–",1455
"1239",2012,"Male","Māori","35–",1999
"1240",2012,"Female","Māori","35–",1509
"1241",2012,"Male","Māori","40–",1841
"1242",2012,"Female","Māori","40–",1364
"1243",2012,"Male","Māori","45–",1394
"1244",2012,"Female","Māori","45–",1181
"1245",2012,"Male","Māori","50–",902
"1246",2012,"Female","Māori","50–",745
"1247",2012,"Male","Māori","55–",472
"1248",2012,"Female","Māori","55–",430
"1249",2012,"Male","Māori","60–",218
"1250",2012,"Female","Māori","60–",254
"1251",2012,"Male","Māori","65–",110
"1252",2012,"Female","Māori","65–",148
"1253",2012,"Male","Māori","70–",102
"1254",2012,"Female","Māori","70–",109
"1255",2012,"Male","Māori","75–",47
"1256",2012,"Female","Māori","75–",81
"1257",2012,"Male","Māori","80–",41
"1258",2012,"Female","Māori","80–",58
"1259",2012,"Male","Māori","85+",14
"1260",2012,"Female","Māori","85+",29
"1261",2012,"Male","Pacific","0–",51
"1262",2012,"Female","Pacific","0–",19
"1263",2012,"Male","Pacific","5–",156
"1264",2012,"Female","Pacific","5–",61
"1265",2012,"Male","Pacific","10–",397
"1266",2012,"Female","Pacific","10–",318
"1267",2012,"Male","Pacific","15–",848
"1268",2012,"Female","Pacific","15–",487
"1269",2012,"Male","Pacific","20–",757
"1270",2012,"Female","Pacific","20–",339
"1271",2012,"Male","Pacific","25–",671
"1272",2012,"Female","Pacific","25–",306
"1273",2012,"Male","Pacific","30–",591
"1274",2012,"Female","Pacific","30–",290
"1275",2012,"Male","Pacific","35–",528
"1276",2012,"Female","Pacific","35–",284
"1277",2012,"Male","Pacific","40–",450
"1278",2012,"Female","Pacific","40–",245
"1279",2012,"Male","Pacific","45–",334
"1280",2012,"Female","Pacific","45–",189
"1281",2012,"Male","Pacific","50–",175
"1282",2012,"Female","Pacific","50–",129
"1283",2012,"Male","Pacific","55–",115
"1284",2012,"Female","Pacific","55–",96
"1285",2012,"Male","Pacific","60–",78
"1286",2012,"Female","Pacific","60–",68
"1287",2012,"Male","Pacific","65–",39
"1288",2012,"Female","Pacific","65–",40
"1289",2012,"Male","Pacific","70–",33
"1290",2012,"Female","Pacific","70–",48
"1291",2012,"Male","Pacific","75–",24
"1292",2012,"Female","Pacific","75–",30
"1293",2012,"Male","Pacific","80–",16
"1294",2012,"Female","Pacific","80–",24
"1295",2012,"Male","Pacific","85+",5
"1296",2012,"Female","Pacific","85+",8
"1297",2012,"Male","Asian","0–",37
"1298",2012,"Female","Asian","0–",20
"1299",2012,"Male","Asian","5–",112
"1300",2012,"Female","Asian","5–",43
"1301",2012,"Male","Asian","10–",159
"1302",2012,"Female","Asian","10–",142
"1303",2012,"Male","Asian","15–",255
"1304",2012,"Female","Asian","15–",321
"1305",2012,"Male","Asian","20–",284
"1306",2012,"Female","Asian","20–",297
"1307",2012,"Male","Asian","25–",317
"1308",2012,"Female","Asian","25–",311
"1309",2012,"Male","Asian","30–",267
"1310",2012,"Female","Asian","30–",268
"1311",2012,"Male","Asian","35–",197
"1312",2012,"Female","Asian","35–",262
"1313",2012,"Male","Asian","40–",174
"1314",2012,"Female","Asian","40–",204
"1315",2012,"Male","Asian","45–",159
"1316",2012,"Female","Asian","45–",203
"1317",2012,"Male","Asian","50–",136
"1318",2012,"Female","Asian","50–",146
"1319",2012,"Male","Asian","55–",90
"1320",2012,"Female","Asian","55–",116
"1321",2012,"Male","Asian","60–",67
"1322",2012,"Female","Asian","60–",83
"1323",2012,"Male","Asian","65–",45
"1324",2012,"Female","Asian","65–",47
"1325",2012,"Male","Asian","70–",29
"1326",2012,"Female","Asian","70–",51
"1327",2012,"Male","Asian","75–",29
"1328",2012,"Female","Asian","75–",39
"1329",2012,"Male","Asian","80–",15
"1330",2012,"Female","Asian","80–",34
"1331",2012,"Male","Asian","85+",13
"1332",2012,"Female","Asian","85+",18
"1333",2012,"Male","Other","0–",546
"1334",2012,"Female","Other","0–",308
"1335",2012,"Male","Other","5–",2922
"1336",2012,"Female","Other","5–",1252
"1337",2012,"Male","Other","10–",4039
"1338",2012,"Female","Other","10–",3205
"1339",2012,"Male","Other","15–",5633
"1340",2012,"Female","Other","15–",5642
"1341",2012,"Male","Other","20–",4956
"1342",2012,"Female","Other","20–",4036
"1343",2012,"Male","Other","25–",3941
"1344",2012,"Female","Other","25–",3332
"1345",2012,"Male","Other","30–",3811
"1346",2012,"Female","Other","30–",3611
"1347",2012,"Male","Other","35–",4243
"1348",2012,"Female","Other","35–",3790
"1349",2012,"Male","Other","40–",4421
"1350",2012,"Female","Other","40–",3850
"1351",2012,"Male","Other","45–",4104
"1352",2012,"Female","Other","45–",3479
"1353",2012,"Male","Other","50–",3346
"1354",2012,"Female","Other","50–",3013
"1355",2012,"Male","Other","55–",2375
"1356",2012,"Female","Other","55–",2188
"1357",2012,"Male","Other","60–",1723
"1358",2012,"Female","Other","60–",1740
"1359",2012,"Male","Other","65–",1155
"1360",2012,"Female","Other","65–",1353
"1361",2012,"Male","Other","70–",943
"1362",2012,"Female","Other","70–",1214
"1363",2012,"Male","Other","75–",926
"1364",2012,"Female","Other","75–",1306
"1365",2012,"Male","Other","80–",945
"1366",2012,"Female","Other","80–",1433
"1367",2012,"Male","Other","85+",877
"1368",2012,"Female","Other","85+",1754
"1369",2013,"Male","Māori","0–",304
"1370",2013,"Female","Māori","0–",136
"1371",2013,"Male","Māori","5–",1228
"1372",2013,"Female","Māori","5–",452
"1373",2013,"Male","Māori","10–",2472
"1374",2013,"Female","Māori","10–",2003
"1375",2013,"Male","Māori","15–",3369
"1376",2013,"Female","Māori","15–",2529
"1377",2013,"Male","Māori","20–",3111
"1378",2013,"Female","Māori","20–",2152
"1379",2013,"Male","Māori","25–",2497
"1380",2013,"Female","Māori","25–",1740
"1381",2013,"Male","Māori","30–",2155
"1382",2013,"Female","Māori","30–",1631
"1383",2013,"Male","Māori","35–",2027
"1384",2013,"Female","Māori","35–",1518
"1385",2013,"Male","Māori","40–",1930
"1386",2013,"Female","Māori","40–",1495
"1387",2013,"Male","Māori","45–",1504
"1388",2013,"Female","Māori","45–",1237
"1389",2013,"Male","Māori","50–",928
"1390",2013,"Female","Māori","50–",869
"1391",2013,"Male","Māori","55–",566
"1392",2013,"Female","Māori","55–",522
"1393",2013,"Male","Māori","60–",275
"1394",2013,"Female","Māori","60–",280
"1395",2013,"Male","Māori","65–",123
"1396",2013,"Female","Māori","65–",138
"1397",2013,"Male","Māori","70–",96
"1398",2013,"Female","Māori","70–",113
"1399",2013,"Male","Māori","75–",74
"1400",2013,"Female","Māori","75–",89
"1401",2013,"Male","Māori","80–",45
"1402",2013,"Female","Māori","80–",61
"1403",2013,"Male","Māori","85+",9
"1404",2013,"Female","Māori","85+",36
"1405",2013,"Male","Pacific","0–",47
"1406",2013,"Female","Pacific","0–",33
"1407",2013,"Male","Pacific","5–",182
"1408",2013,"Female","Pacific","5–",55
"1409",2013,"Male","Pacific","10–",386
"1410",2013,"Female","Pacific","10–",365
"1411",2013,"Male","Pacific","15–",828
"1412",2013,"Female","Pacific","15–",600
"1413",2013,"Male","Pacific","20–",760
"1414",2013,"Female","Pacific","20–",362
"1415",2013,"Male","Pacific","25–",674
"1416",2013,"Female","Pacific","25–",342
"1417",2013,"Male","Pacific","30–",606
"1418",2013,"Female","Pacific","30–",252
"1419",2013,"Male","Pacific","35–",507
"1420",2013,"Female","Pacific","35–",269
"1421",2013,"Male","Pacific","40–",457
"1422",2013,"Female","Pacific","40–",260
"1423",2013,"Male","Pacific","45–",341
"1424",2013,"Female","Pacific","45–",217
"1425",2013,"Male","Pacific","50–",211
