"","course_code","course_name","domestic_fee","international_fee","start_date","end_date","points","link"
"2909","TREO404","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=TREO404&year=2021"
"2910","TREO406","NULL","NULL","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=TREO406&year=2021"
"2911","HIST366-21S2 (C)","Takahi: Colonisation","$1,570.00","$7,000.00","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=HIST366&occurrence=21S2(C)&year=2021"
"2912","MAOR790-21A (C)","Maori PhD","$7,099.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR790&occurrence=21A(C)&year=2021"
"2913","MAOR790-21A (C)","Maori PhD","$7,099.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR790&occurrence=21A(C)&year=2021"
"2914","EMTH415-21S2 (C)","Special Topic in Engineering Mathematics","$986.00","$5,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=EMTH415&occurrence=21S2(C)&year=2021"
"2915","EMTH604-21S1 (C)","Optimisation","$1,114.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=EMTH604&occurrence=21S1(C)&year=2021"
"2916","MATH101-21S1 (C)","Methods of Mathematics","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH101&occurrence=21S1(C)&year=2021"
"2917","MATH101-21S2 (C)","Methods of Mathematics","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH101&occurrence=21S2(C)&year=2021"
"2918","MATH101-21S2 (D)","Methods of Mathematics","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH101&occurrence=21S2(D)&year=2021"
"2919","MATH101-21W (C)","Methods of Mathematics","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH101&occurrence=21W(C)&year=2021"
"2920","MATH102-21S1 (C)","Mathematics 1A","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH102&occurrence=21S1(C)&year=2021"
"2921","MATH102-21S1 (D)","Mathematics 1A","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH102&occurrence=21S1(D)&year=2021"
"2922","MATH102-21S2 (C)","Mathematics 1A","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH102&occurrence=21S2(C)&year=2021"
"2923","MATH102-21S2 (D)","Mathematics 1A","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH102&occurrence=21S2(D)&year=2021"
"2924","MATH103-21S2 (C)","Mathematics 1B","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH103&occurrence=21S2(C)&year=2021"
"2925","MATH103-21S2 (D)","Mathematics 1B","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH103&occurrence=21S2(D)&year=2021"
"2926","MATH110-21S1 (C)","Foundations of Applied Mathematics and Statistics","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH110&occurrence=21S1(C)&year=2021"
"2927","MATH110-21S2 (C)","Foundations of Applied Mathematics and Statistics","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH110&occurrence=21S2(C)&year=2021"
"2928","MATH120-21S2 (C)","Discrete Mathematics","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH120&occurrence=21S2(C)&year=2021"
"2929","MATH120-21S2 (D)","Discrete Mathematics","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH120&occurrence=21S2(D)&year=2021"
"2930","MATH120-21SU2 (C)","Discrete Mathematics","$788.00","$4,438.00","Monday, 29 November 2021","Sunday, 13 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH120&occurrence=21SU2(C)&year=2021"
"2931","MATH199-21W (C)","AIMS - Advancing in Mathematical Sciences","$1,577.00","$8,875.00","Monday, 22 February 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH199&occurrence=21W(C)&year=2021"
"2932","MATH199-21W (D)","AIMS - Advancing in Mathematical Sciences","$1,577.00","$8,875.00","Monday, 22 February 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH199&occurrence=21W(D)&year=2021"
"2933","MATH201-21S1 (C)","Multivariable Calculus","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH201&occurrence=21S1(C)&year=2021"
"2934","MATH202-21S2 (C)","Differential Equations","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH202&occurrence=21S2(C)&year=2021"
"2935","MATH203-21S1 (C)","Linear Algebra","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH203&occurrence=21S1(C)&year=2021"
"2936","MATH220-21S1 (C)","Discrete Mathematics and Cryptography","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH220&occurrence=21S1(C)&year=2021"
"2937","MATH230-21S2 (C)","Logic, Automata, and Computability","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH230&occurrence=21S2(C)&year=2021"
"2938","MATH240-21S2 (C)","Analysis and Groups","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH240&occurrence=21S2(C)&year=2021"
"2939","MATH270-21S2 (C)","Mathematical Modelling and Computation 2","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH270&occurrence=21S2(C)&year=2021"
"2940","MATH302-21S1 (C)","Partial Differential Equations","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH302&occurrence=21S1(C)&year=2021"
"2941","MATH303-21S2 (C)","Applied Matrix Algebra","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH303&occurrence=21S2(C)&year=2021"
"2942","MATH320-21S1 (C)","Discrete Mathematics","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH320&occurrence=21S1(C)&year=2021"
"2943","MATH321-21S1 (C)","Rings and Fields","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH321&occurrence=21S1(C)&year=2021"
"2944","MATH324-21S2 (C)","Cryptography and Coding Theory","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH324&occurrence=21S2(C)&year=2021"
"2945","MATH343-21S1 (C)","Metric, Normed and Hilbert Spaces","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH343&occurrence=21S1(C)&year=2021"
"2946","MATH353-21S1 (C)","Computational Mathematics and Applications","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH353&occurrence=21S1(C)&year=2021"
"2947","MATH363-21S2 (C)","Dynamical Systems","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH363&occurrence=21S2(C)&year=2021"
"2948","MATH365-21S2 (C)","Applications of Complex Variables","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH365&occurrence=21S2(C)&year=2021"
"2949","MATH380-21S2 (C)","Mathematics in Perspective","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH380&occurrence=21S2(C)&year=2021"
"2950","MATH391-21S1 (C)","Special Topic","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH391&occurrence=21S1(C)&year=2021"
"2951","MATH392-21S2 (C)","Special Topic","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH392&occurrence=21S2(C)&year=2021"
"2952","MATH393-21S1 (C)","Independent Course of Study","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH393&occurrence=21S1(C)&year=2021"
"2953","MATH394-21S2 (C)","Independent Course of Study","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH394&occurrence=21S2(C)&year=2021"
"2954","MATH395-21SU2 (C)","Mathematics Project","$788.00","$4,438.00","Monday, 15 November 2021","Sunday, 13 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH395&occurrence=21SU2(C)&year=2021"
"2955","MATH401-21S2 (C)","Dynamical Systems","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH401&occurrence=21S2(C)&year=2021"
"2956","MATH411-21S2 (C)","Topics in Algebra","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH411&occurrence=21S2(C)&year=2021"
"2957","MATH414-21S1 (C)","Computational Methods","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH414&occurrence=21S1(C)&year=2021"
"2958","MATH415-21S1 (C)","Numerical Analysis","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH415&occurrence=21S1(C)&year=2021"
"2959","MATH416-21S1 (C)","Differential Systems","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH416&occurrence=21S1(C)&year=2021"
"2960","MATH426-21S1 (C)","Geometry","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH426&occurrence=21S1(C)&year=2021"
"2961","MATH428-21S2 (C)","Topology","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH428&occurrence=21S2(C)&year=2021"
"2962","MATH429-21S1 (C)","Combinatorics","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH429&occurrence=21S1(C)&year=2021"
"2963","MATH433-21S2 (C)","Mathematics in Perspective","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH433&occurrence=21S2(C)&year=2021"
"2964","MATH440-21S2 (C)","Graph Theory","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH440&occurrence=21S2(C)&year=2021"
"2965","MATH443-21S1 (C)","Metric, Normed and Hilbert Spaces","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH443&occurrence=21S1(C)&year=2021"
"2966","MATH449-21CY (C)","Project","$1,999.00","NULL","Monday, 12 July 2021","Sunday, 26 June 2022","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH449&occurrence=21CY(C)&year=2021"
"2967","MATH449-21W (C)","Project","$1,999.00","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH449&occurrence=21W(C)&year=2021"
"2968","MATH475-21S1 (C)","Independent Course of Study","$1,000.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH475&occurrence=21S1(C)&year=2021"
"2969","MATH475-21S2 (C)","Independent Course of Study","$1,000.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH475&occurrence=21S2(C)&year=2021"
"2970","MATH491-21A (C)","Research Project","$1,000.00","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH491&occurrence=21A(C)&year=2021"
"2971","MATH491-21SU2 (C)","Research Project","$1,000.00","NULL","Monday, 15 November 2021","Sunday, 13 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH491&occurrence=21SU2(C)&year=2021"
"2972","MATH690-21A (C)","MSc Thesis","$7,768.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH690&occurrence=21A(C)&year=2021"
"2973","MATH695-21A (C)","MA Thesis","$7,768.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH695&occurrence=21A(C)&year=2021"
"2974","MATH790-21A (C)","Mathematics PhD","$7,768.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH790&occurrence=21A(C)&year=2021"
"2975","MATH103","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH103&year=2021"
"2976","MATH130","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH130&year=2021"
"2977","MATH170","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH170&year=2021"
"2978","MATH280","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH280&year=2021"
"2979","MATH335","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH335&year=2021"
"2980","MATH336","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH336&year=2021"
"2981","MATH403","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH403&year=2021"
"2982","MATH404","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH404&year=2021"
"2983","MATH406","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH406&year=2021"
"2984","MATH407","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH407&year=2021"
"2985","MATH408","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH408&year=2021"
"2986","MATH409","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH409&year=2021"
"2987","MATH410","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH410&year=2021"
"2988","MATH412","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH412&year=2021"
"2989","MATH417","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH417&year=2021"
"2990","MATH418","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH418&year=2021"
"2991","MATH420","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH420&year=2021"
"2992","MATH421","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH421&year=2021"
"2993","MATH422","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH422&year=2021"
"2994","MATH424","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH424&year=2021"
"2995","MATH425","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH425&year=2021"
"2996","MATH427","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH427&year=2021"
