"","course_code","course_name","domestic_fee","international_fee","start_date","end_date","points","link"
"355","SPCO107-21S1 (C)","Sport Nutrition","$910.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO107&occurrence=21S1(C)&year=2021"
"356","SPCO107-21S1 (D)","Sport Nutrition","$910.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO107&occurrence=21S1(D)&year=2021"
"357","SPCO110-21W (C)","Practicum 1","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO110&occurrence=21W(C)&year=2021"
"358","SPCO110-21W (D)","Practicum 1","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO110&occurrence=21W(D)&year=2021"
"359","SPCO126-21S2 (C)","Land Journeys and Ethics","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO126&occurrence=21S2(C)&year=2021"
"360","SPCO201-21S2 (C)","Learner-Centred Teaching and Coaching","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO201&occurrence=21S2(C)&year=2021"
"361","SPCO201-21S2 (D)","Learner-Centred Teaching and Coaching","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO201&occurrence=21S2(D)&year=2021"
"362","SPCO204-21S1 (C)","Biomechanics","$910.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO204&occurrence=21S1(C)&year=2021"
"363","SPCO204-21S1 (D)","Biomechanics","$910.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO204&occurrence=21S1(D)&year=2021"
"364","SPCO207-21S2 (C)","Ethics in Sport","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO207&occurrence=21S2(C)&year=2021"
"365","SPCO207-21S2 (D)","Ethics in Sport","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO207&occurrence=21S2(D)&year=2021"
"366","SPCO208-21S2 (C)","Sport and Culture in New Zealand","$835.00","$3,550.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO208&occurrence=21S2(C)&year=2021"
"367","SPCO208-21S2 (D)","Sport and Culture in New Zealand","$835.00","$3,550.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO208&occurrence=21S2(D)&year=2021"
"368","SPCO209-21S1 (C)","Exercise Physiology","$910.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO209&occurrence=21S1(C)&year=2021"
"369","SPCO209-21S1 (D)","Exercise Physiology","$910.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO209&occurrence=21S1(D)&year=2021"
"370","SPCO210-21A (C)","Practicum 2","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 20 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO210&occurrence=21A(C)&year=2021"
"371","SPCO210-21A (D)","Practicum 2","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 20 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO210&occurrence=21A(D)&year=2021"
"372","SPCO210-21W (C)","Practicum 2","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO210&occurrence=21W(C)&year=2021"
"373","SPCO210-21W (D)","Practicum 2","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO210&occurrence=21W(D)&year=2021"
"374","SPCO221-21S2 (C)","Injury and Rehabiliation","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO221&occurrence=21S2(C)&year=2021"
"375","SPCO221-21S2 (D)","Injury and Rehabiliation","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO221&occurrence=21S2(D)&year=2021"
"376","SPCO222-21S1 (C)","Analysis of Expeditioning","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO222&occurrence=21S1(C)&year=2021"
"377","SPCO223-21S1 (C)","Applied Sport Psychology","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO223&occurrence=21S1(C)&year=2021"
"378","SPCO223-21S1 (D)","Applied Sport Psychology","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO223&occurrence=21S1(D)&year=2021"
"379","SPCO224-21S1 (C)","Sport Management","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO224&occurrence=21S1(C)&year=2021"
"380","SPCO224-21S1 (D)","Sport Management","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO224&occurrence=21S1(D)&year=2021"
"381","SPCO226-21S1 (C)","Rock Climbing Contexts and Techniques","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO226&occurrence=21S1(C)&year=2021"
"382","SPCO231-21S2 (C)","Introduction to Performance Analysis","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO231&occurrence=21S2(C)&year=2021"
"383","SPCO231-21S2 (D)","Introduction to Performance Analysis","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO231&occurrence=21S2(D)&year=2021"
"384","SPCO241-21S1 (C)","Introduction to Strength and Conditioning","$910.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO241&occurrence=21S1(C)&year=2021"
"385","SPCO241-21S1 (D)","Introduction to Strength and Conditioning","$910.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO241&occurrence=21S1(D)&year=2021"
"386","SPCO242-21S2 (C)","Nutrition and Exercise Prescription","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO242&occurrence=21S2(C)&year=2021"
"387","SPCO242-21S2 (D)","Nutrition and Exercise Prescription","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO242&occurrence=21S2(D)&year=2021"
"388","SPCO301-21S2 (C)","Sport Coaching and Leadership","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO301&occurrence=21S2(C)&year=2021"
"389","SPCO301-21S2 (D)","Sport Coaching and Leadership","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO301&occurrence=21S2(D)&year=2021"
"390","SPCO302-21S1 (C)","Athlete-Centred Coaching for Individual Sports","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO302&occurrence=21S1(C)&year=2021"
"391","SPCO302-21S1 (D)","Athlete-Centred Coaching for Individual Sports","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO302&occurrence=21S1(D)&year=2021"
"392","SPCO304-21S2 (C)","Applied Biomechanics","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO304&occurrence=21S2(C)&year=2021"
"393","SPCO304-21S2 (D)","Applied Biomechanics","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO304&occurrence=21S2(D)&year=2021"
"394","SPCO305-21S1 (C)","Sociology of Sport","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO305&occurrence=21S1(C)&year=2021"
"395","SPCO305-21S1 (D)","Sociology of Sport","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO305&occurrence=21S1(D)&year=2021"
"396","SPCO308-21S1 (C)","Inclusive Practice in Teaching and Coaching","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO308&occurrence=21S1(C)&year=2021"
"397","SPCO308-21S1 (D)","Inclusive Practice in Teaching and Coaching","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO308&occurrence=21S1(D)&year=2021"
"398","SPCO309-21S1 (C)","Applied Exercise Physiology","$910.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO309&occurrence=21S1(C)&year=2021"
"399","SPCO309-21S1 (D)","Applied Exercise Physiology","$910.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO309&occurrence=21S1(D)&year=2021"
"400","SPCO310-21A (C)","Practicum 3","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 20 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO310&occurrence=21A(C)&year=2021"
"401","SPCO310-21A (D)","Practicum 3","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 20 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO310&occurrence=21A(D)&year=2021"
"402","SPCO310-21W (C)","Practicum 3","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO310&occurrence=21W(C)&year=2021"
"403","SPCO310-21W (D)","Practicum 3","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO310&occurrence=21W(D)&year=2021"
"404","SPCO320-21A (C)","Internship","$785.00","$3,500.00","Monday, 10 May 2021","Sunday, 21 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO320&occurrence=21A(C)&year=2021"
"405","SPCO320-21A (D)","Internship","$785.00","$3,500.00","Monday, 10 May 2021","Sunday, 21 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO320&occurrence=21A(D)&year=2021"
"406","SPCO326-21S2 (C)","Rock Climbing Leadership","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO326&occurrence=21S2(C)&year=2021"
"407","SPCO331-21S1 (C)","Performance Analysis 2: Tools and Techniques","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO331&occurrence=21S1(C)&year=2021"
"408","SPCO331-21S1 (D)","Performance Analysis 2: Tools and Techniques","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO331&occurrence=21S1(D)&year=2021"
"409","SPCO332-21S2 (C)","Applied Performance Analysis","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO332&occurrence=21S2(C)&year=2021"
"410","SPCO332-21S2 (D)","Applied Performance Analysis","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO332&occurrence=21S2(D)&year=2021"
"411","SPCO335-21S1 (C)","Learning through Sport and Exercise Science","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO335&occurrence=21S1(C)&year=2021"
"412","SPCO336-21S2 (C)","Physical Education Curriculum in Action","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO336&occurrence=21S2(C)&year=2021"
"413","SPCO341-21S2 (C)","Strength and Conditioning for Sports Performance","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO341&occurrence=21S2(C)&year=2021"
"414","SPCO341-21S2 (D)","Strength and Conditioning for Sports Performance","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO341&occurrence=21S2(D)&year=2021"
"415","SPCO343-21S1 (C)","Performance Nutrition and Recovery Monitoring","$910.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO343&occurrence=21S1(C)&year=2021"
"416","SPCO343-21S1 (D)","Performance Nutrition and Recovery Monitoring","$910.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO343&occurrence=21S1(D)&year=2021"
"417","SPCO227","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO227&year=2021"
"418","SPCO232","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO232&year=2021"
"419","SPCO334","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPCO334&year=2021"
"420","COSC440-21S2 (C)","Deep Learning","$1,033.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=COSC440&occurrence=21S2(C)&year=2021"
"421","DATA101-21S2 (C)","Introduction to Data Science","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA101&occurrence=21S2(C)&year=2021"
"422","DATA101-21S2 (D)","Introduction to Data Science","$910.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA101&occurrence=21S2(D)&year=2021"
"423","DATA203-21S1 (C)","Data Science Multivariable Methods","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA203&occurrence=21S1(C)&year=2021"
"424","DATA303-21S2 (C)","Computational Data Methods","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA303&occurrence=21S2(C)&year=2021"
"425","DATA420-21S1 (C)","Scalable Data Science","$1,033.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA420&occurrence=21S1(C)&year=2021"
"426","DATA420-21S2 (C)","Scalable Data Science","$1,033.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA420&occurrence=21S2(C)&year=2021"
"427","DATA420-21S2 (D)","Scalable Data Science","$1,033.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA420&occurrence=21S2(D)&year=2021"
"428","DATA422-21S2 (C)","Data Wrangling for Data Science","$1,033.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA422&occurrence=21S2(C)&year=2021"
"429","DATA422-21S2 (D)","Data Wrangling for Data Science","$1,033.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA422&occurrence=21S2(D)&year=2021"
"430","DATA423-21S1 (C)","Data Science in Industry","$1,033.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA423&occurrence=21S1(C)&year=2021"
"431","DATA423-21S2 (C)","Data Science in Industry","$1,033.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA423&occurrence=21S2(C)&year=2021"
"432","DATA423-21S2 (D)","Data Science in Industry","$1,033.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA423&occurrence=21S2(D)&year=2021"
"433","DATA428-21S1 (C)","Data Science Project","$1,033.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA428&occurrence=21S1(C)&year=2021"
"434","DATA428-21S2 (C)","Data Science Project","$1,033.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA428&occurrence=21S2(C)&year=2021"
"435","DATA429-21S1 (C)","Data Science Independent Study","$1,033.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA429&occurrence=21S1(C)&year=2021"
"436","DATA429-21S2 (C)","Data Science Independent Study","$1,033.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DATA429&occurrence=21S2(C)&year=2021"
"437","DIGI103-21S1 (C)","Statistics 1","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DIGI103&occurrence=21S1(C)&year=2021"
"438","DIGI103-21S2 (C)","Statistics 1","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=DIGI103&occurrence=21S2(C)&year=2021"
"439","ECON323-21S2 (C)","Time Series Methods","$831.00","$3,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ECON323&occurrence=21S2(C)&year=2021"
"440","ECON614-21S2 (C)","Time Series and Stochastic Processes","$992.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ECON614&occurrence=21S2(C)&year=2021"
"441","MATH110-21S1 (C)","Foundations of Applied Mathematics and Statistics","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH110&occurrence=21S1(C)&year=2021"
"442","MATH110-21S2 (C)","Foundations of Applied Mathematics and Statistics","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MATH110&occurrence=21S2(C)&year=2021"
"443","STAT101-21S1 (C)","Statistics 1","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT101&occurrence=21S1(C)&year=2021"
"444","STAT101-21S1 (D)","Statistics 1","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT101&occurrence=21S1(D)&year=2021"
"445","STAT101-21S2 (C)","Statistics 1","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT101&occurrence=21S2(C)&year=2021"
"446","STAT101-21S2 (D)","Statistics 1","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT101&occurrence=21S2(D)&year=2021"
"447","STAT101-21SU2 (C)","Statistics 1","$788.00","$4,438.00","Monday, 29 November 2021","Sunday, 13 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT101&occurrence=21SU2(C)&year=2021"
"448","STAT201-21S1 (C)","Applied Statistics","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT201&occurrence=21S1(C)&year=2021"
"449","STAT202-21S2 (C)","Regression Modelling","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT202&occurrence=21S2(C)&year=2021"
"450","STAT211-21S1 (C)","Random Processes","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT211&occurrence=21S1(C)&year=2021"
"451","STAT213-21S2 (C)","Statistical Inference","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT213&occurrence=21S2(C)&year=2021"
"452","STAT221-21S2 (C)","Introduction to Statistical Computing Using R","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT221&occurrence=21S2(C)&year=2021"
"453","STAT312-21S1 (C)","Data Collection and Sampling Methods","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT312&occurrence=21S1(C)&year=2021"
"454","STAT313-21S1 (C)","Computational Statistics","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT313&occurrence=21S1(C)&year=2021"
"455","STAT314-21S2 (C)","Bayesian Inference","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT314&occurrence=21S2(C)&year=2021"
"456","STAT315-21S1 (C)","Multivariate Statistical Methods","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT315&occurrence=21S1(C)&year=2021"
"457","STAT317-21S2 (C)","Time Series Methods","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT317&occurrence=21S2(C)&year=2021"
"458","STAT318-21S1 (C)","Data Mining","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT318&occurrence=21S1(C)&year=2021"
"459","STAT318-21S2 (C)","Data Mining","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT318&occurrence=21S2(C)&year=2021"
"460","STAT319-21S1 (C)","Generalised Linear Models","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT319&occurrence=21S1(C)&year=2021"
"461","STAT391-21S1 (C)","Special Topic","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT391&occurrence=21S1(C)&year=2021"
"462","STAT392-21S2 (C)","Special Topic","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT392&occurrence=21S2(C)&year=2021"
"463","STAT393-21S1 (C)","Independent Course of Study","$788.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT393&occurrence=21S1(C)&year=2021"
"464","STAT394-21S2 (C)","Independent Course of Study","$788.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=STAT394&occurrence=21S2(C)&year=2021"
